13.1448829530,13.1028007639,13.0447923677,13.0191783031,12.9274609516,12.9166849272,12.8651850020,12.7893648992,12.7810585090,12.7524956489,12.7445604903,12.7286120881,12.6857186034,12.6051641323,12.5965739875,12.5777712231,12.5671725573,12.5054035608,12.4594646138,12.4006752985,12.3230889200,12.2901901147,12.0934690675,12.0564345566,12.0429420069,11.9738381840,11.9266112634,11.8995949286,11.8521232252,11.7956395461,11.7863312593,11.7812091791,11.7726780143,11.7310899123,11.6601318859,11.6372022527,11.6015982477,11.5866817320,11.5862870922,11.4357390112,11.4142268593,11.3733952722,11.3727081752,11.3610054748,11.2956418717,11.2731320278,11.2517235133,11.2426174783,11.2319623010,11.2171131860,11.1131809897,11.0580340781,11.0266025725,11.0142632633,11.0138578911,11.0063948968,10.9118189174,10.8539402269,10.6922118763,10.6915954898,10.6650056205,10.6476120257,10.6317586911,10.6013085394,10.5998614478,10.5730615440,10.4581906038,10.4500887336,10.4408777024,10.4147377178,10.3929801235,10.3924788929,10.3632238457,10.3447637904,10.3438681450,10.3340121742,10.2725429012,10.2710280092,10.2336544248,10.2093262313,10.1864114880,10.1654392860,10.1525908212,10.1262545178,10.0876866588,10.0695316228,10.0354766253,10.0327409152,10.0214932715,9.9773989021,9.9605243459,9.9493945499,9.9076168415,9.8167786650,9.8066453837,9.7554884071,9.6833373941,9.6341505419,9.6312440158,9.6310079092
12.2591414630,12.1923537257,12.1076867029,12.0727992064,11.9619601860,11.9501698604,11.8971837668,11.8301881689,11.8235612226,11.8016138392,11.7957490332,11.7842834043,11.7557027594,11.7109924619,11.7067616391,11.6977726071,11.6928907823,11.6674640097,11.6515045235,11.6339506435,11.6145443783,11.6078308090,11.5791709811,11.5748550340,11.5733576701,11.5662679849,11.5617429213,11.5591659118,11.5545003013,11.5484518610,11.5473911999,11.5468003759,11.5458053849,11.5407752410,11.5316385911,11.5285657388,11.5235625834,11.5213365460,11.5212763518,11.4943064413,11.4898643054,11.4808160802,11.4806574620,11.4779270925,11.4618629935,11.4561061543,11.4505743931,11.4482089264,11.4454157603,11.4414377960,11.4084760187,11.3903925045,11.3792212928,11.3746684954,11.3745175636,11.3717246288,11.3348740719,11.3094014770,11.2334824542,11.2331739937,11.2196398726,11.2105369750,11.2020583425,11.1854227291,11.1846292786,11.1699263480,11.1029008265,11.0979972345,11.0923939781,11.0763019900,11.0626529118,11.0623353730,11.0435389919,11.0314310730,11.0308392795,11.0243024908,10.9828059493,10.9817769495,10.9565150186,10.9397368616,10.9229890365,10.9075550500,10.8982135801,10.8790468287,10.8501070594,10.8363722539,10.8103206460,10.8081591427,10.7992489426,10.7651264835,10.7513417100,10.7420716755,10.7079795499,10.6320473309,10.6232774801,10.5786588129,10.5145264361,10.4694644269,10.4667589644,10.4665389635
11.5527800854,11.5729980093,11.5863677472,11.5889810429,11.6141350749,11.6297597743,11.6354235979,11.6401890825,11.6599085160,11.6971295622,11.6997529233,11.7287892117,11.7375392474,11.7560192725,11.7596498209,11.7624768724,11.7635181289,11.7745957687,11.7826699326,11.7869330824,11.7982092800,11.8003888406,11.8003666237,11.8003365282,11.7988757152,11.7978706962,11.7904574819,11.7901042177,11.7881993752,11.7874401097,11.7381749671,11.6887126336,11.6604815304,11.6448050473,11.6239202825,11.6078057326,11.5179266709,11.5111771253,11.4621101643,11.4218589909,11.4121567794,11.2828124418,11.2237185268,11.2143082737,11.1072653479,11.1040305140,11.0314705899,11.0228258123,10.9556680682,10.9350098949,10.9319220350,10.8975088051,10.8412602050,10.7523950218,10.7412881985,10.7357822091,10.6868184891,10.6599779833,10.6362904767,10.6015172439,10.5761293339,10.5707375601,10.4387266080,10.4139579134,10.3941337746,10.3785985664,10.3575954628,10.3374440792,10.3065187987,10.2566592588,10.2493509916,10.2352259913,10.1247983671,10.0803985579,9.9999936459,9.9960390959,9.9669487131,9.8770892343,9.8605734154,9.8093236373,9.7271893136,9.6919187606,9.6897180202,9.6853077795,9.6849855332,9.6843252494,9.6843664835,9.6846460922,9.6897406808,9.7080514284,9.7200805328,9.7818127389,9.7888364451,9.7968018702,9.8088974449,9.8322704223,9.9324246522,9.9388966361,9.9514164638,9.9865645746
7.9666139451,7.9972460392,8.0185853385,8.0227562433,8.0633405346,8.0897260779,8.0995512674,8.1079278741,8.1437844169,8.2184312755,8.2241551819,8.2928559394,8.3157254358,8.3682579987,8.3797983734,8.3893233874,8.3929649459,8.4361516367,8.4714594468,8.4910160661,8.5792823230,8.6267548421,8.6289649906,8.6312626629,8.6801661027,8.6954713358,8.7529360624,8.7550562861,8.7659914193,8.7701359657,8.9288139787,9.0217023166,9.0649376171,9.0866083442,9.1138476900,9.1338934059,9.2301943888,9.2367237606,9.2817573124,9.3155884753,9.3233839083,9.4199459658,9.4595957404,9.4656873180,9.5318950244,9.5338234094,9.5760950296,9.5810130973,9.6184782539,9.6297646413,9.6314429849,9.6500048816,9.6798426945,9.7260049609,9.7317115529,9.7345364456,9.7595604887,9.7732231120,9.7852623166,9.8029289499,9.8158501986,9.8185985031,9.8864280486,9.8992902154,9.9096338982,9.9177816507,9.9288709053,9.9396071249,9.9563099099,9.9837847086,9.9878602354,9.9957917701,10.0609144539,10.0887080642,10.1434403036,10.1462657347,10.1674897635,10.2418598187,10.2573584041,10.3102267227,10.4303247928,10.5314377585,10.5430481706,10.5790635682,10.5839645339,10.6055276010,10.6122257566,10.6223494927,10.6721202193,10.7447695529,10.7771115469,10.8951527071,10.9059789820,10.9178592338,10.9351864967,10.9666462133,11.0825770565,11.0893509848,11.1022714317,11.1374018893
12.9700402893,12.9697561899,12.9632708013,12.9625934655,12.9615994989,12.9607110514,12.9595651013,12.9575196481,12.9573203288,12.9528659369,12.9521343996,12.9478179049,12.9446850532,12.9432893414,12.9424414059,12.9402173103,12.9345269408,12.9328155737,12.9322185653,12.9288826866,12.9279295298,12.9219568930,12.9122935272,12.9080867565,12.9059844483,12.8550738000,12.8423417632,12.8222086880,12.8005416011,12.7937405407,12.7488070421,12.7318974095,12.6153558413,12.5977066739,12.5875412971,12.5848098929,12.5796233572,12.5563699216,12.4848148138,12.4732847984,12.4598764332,12.4536114082,12.4517470636,12.3428172756,12.3378756710,12.3315636815,12.2145571839,12.0012843538,11.9291876178,11.8653541298,11.7778131421,11.6698056509,11.5811358883,11.5581282270,11.5161197700,11.4296498046,11.3904986379,11.3619516376,11.2447006622,11.1679420734,11.1639532435,11.1337786859,11.1097691953,10.9835023065,10.9314545193,10.8612251461,10.7860458306,10.7463871430,10.7023843564,10.6954671287,10.6561104456,10.5799061213,10.5005832411,10.4653199293,10.4419780655,10.4388682685,10.4322555549,10.4132086389,10.4070227766,10.3853446007,10.3814857678,10.3673825080,10.3066729895,10.2285638505,10.2144386140,10.2087129708,10.1706451103,10.1271058635,10.1241835258,9.9983832661,9.8122253693,9.7096480277,9.6904792370,9.6808550949,9.6470810084,9.6470014434,9.6176511065,9.4912719807,9.3827253811,9.2889461692
12.5144119343,12.4981839730,12.3164683141,12.3049368889,12.2890685802,12.2757471321,12.2595356197,12.2327353007,12.2302457883,12.1788372425,12.1710226137,12.1275213897,12.0982131834,12.0857004612,12.0782555831,12.0592704983,12.0139999810,12.0012326738,11.9968640784,11.9732223074,11.9666955295,11.9278926341,11.8715824262,11.8489103901,11.8378884834,11.6152634499,11.5701867493,11.5046380841,11.4405760371,11.4216549004,11.3080876373,11.2695671602,11.0485643384,11.0206813609,11.0051429967,11.0010296907,10.9932891753,10.9596625247,10.8659477751,10.8520896778,10.8363741709,10.8291750286,10.8270501066,10.7156672268,10.7111670664,10.7054838805,10.6117667882,10.4851653972,10.4528378023,10.4290220065,10.4004011988,10.3745169767,10.3582883489,10.3552969836,10.3507230325,10.3436481830,10.3417912489,10.3411141156,10.3434571680,10.3485057134,10.3488411852,10.3516390196,10.3542099202,10.3726639094,10.3826022977,10.3983697346,10.4179077190,10.4290181664,10.4418463622,10.4439297980,10.4563149470,10.4833396539,10.5134294464,10.5284468659,10.5385684056,10.5399125795,10.5427611412,10.5508750903,10.5535003491,10.5628380531,10.5645426219,10.5709417237,10.6006973147,10.6396237212,10.6473163235,10.6505404273,10.6721163424,10.6958983031,10.6975557198,10.7744613802,10.9025734403,10.9817151237,10.9969958410,11.0047146848,11.0322021201,11.0322678103,11.0568920101,11.1703754039,11.2763178147,11.3753963629
11.1384851707,11.1572812722,11.1695504500,11.1761852080,11.1775174208,11.1820307659,11.1841994512,11.1844979395,11.1862591493,11.1868535862,11.1884360405,11.1901056372,11.1904884534,11.1914438994,11.1948285056,11.1950767260,11.1958773675,11.1968928161,11.1987953430,11.2004667263,11.2007997873,11.2016478389,11.2023265566,11.2026051841,11.2028951608,11.2041327925,11.2041777458,11.2039646118,11.2034803237,11.2034610055,11.2031052037,11.2026993546,11.2014433722,11.1999740525,11.1965098762,11.1951553610,11.1926552710,11.1899576254,11.1826974056,11.1815398628,11.1815047264,11.1721295676,11.1707512380,11.1703985731,11.1698011722,11.1589978251,11.1478115738,11.1212487503,11.1143898025,11.1060404643,11.1051552817,11.0990477541,11.0988135819,11.0954484085,11.0735790591,11.0644191937,11.0600364320,11.0597967608,11.0290329837,10.9630039433,10.9553385704,10.8140708178,10.8130502758,10.8116326040,10.7265177201,10.7114424963,10.7039136791,10.5899734983,10.5766067662,10.5633394823,10.5420852728,10.5386571322,10.5218645063,10.5045439518,10.4831684014,10.4830550658,10.4577501540,10.4435816427,10.4417551116,10.4303577687,10.4283291565,10.4202666303,10.4161932019,10.3979020849,10.3626760475,10.3626639747,10.3529265688,10.3503153094,10.3496268313,10.3416507340,10.3395012878,10.3281204000,10.3020060581,10.2765324378,10.2633248302,10.2513928334,10.2407188542,10.2256720135,10.2173419166,10.2151198948
8.4768260886,8.6005580385,8.6940734222,8.7557636230,8.7699551390,8.8093999063,8.8298617195,8.8334792601,8.8599465748,8.8684787381,8.8864468006,8.9032747263,8.9072462145,8.9179677960,8.9733684255,8.9783298572,8.9938456468,9.0114850915,9.0442988849,9.0860257410,9.0967575167,9.1255232865,9.1470907672,9.1558038764,9.1650834050,9.2246596450,9.2375357690,9.2749110448,9.3149984420,9.3165013461,9.3420357373,9.3655692853,9.4140137319,9.4498142673,9.5079038082,9.5365865838,9.5721542981,9.6007984751,9.6797367910,9.6902847045,9.6906326626,9.7721322283,9.7821672975,9.7847669849,9.7891892252,9.8642160981,9.9291200177,10.0564853438,10.0851771018,10.1169523068,10.1201972876,10.1422132032,10.1430480342,10.1550045777,10.2274003426,10.2533791669,10.2650664508,10.2656948811,10.3410701464,10.4634380603,10.4742975118,10.5844587662,10.5846827307,10.5849805679,10.5725102455,10.5647686056,10.5603522513,10.4379061680,10.4157551292,10.3923833743,10.3520077884,10.3451073540,10.3095258622,10.2696170647,10.2158509189,10.2155519627,10.1446432485,10.1009553587,10.0951056073,10.0575419804,10.0506741896,10.0228918706,10.0085885069,9.9420986827,9.7966698765,9.7966152332,9.7515241622,9.7391397996,9.7358585234,9.6974973757,9.6870957048,9.6311960388,9.4863518933,9.3237954070,9.2319391398,9.1439103847,9.0596786931,8.9301053961,8.8521668434,8.8305601653
11.8233986507,11.8157610300,11.8143732435,11.7917047587,11.7451729733,11.7366807987,11.6634944736,11.6469164148,11.6145039246,11.6036311228,11.5619066113,11.5326964541,11.5060144307,11.5058561234,11.4735280183,11.4681324068,11.4565482070,11.4462164626,11.3471078722,11.2957524844,11.2937849772,11.2706251399,11.1997085270,11.1029349718,11.0898911314,11.0491315460,10.9483085818,10.9183407576,10.8631694435,10.8629002520,10.8396882962,10.7638850154,10.7527889021,10.7269146238,10.7193818179,10.6878663049,10.6799037870,10.6616594518,10.6254132193,10.6165220663,10.6118844225,10.6084450856,10.6046660404,10.5935442016,10.5709870537,10.5627894748,10.5440970198,10.5329222679,10.5217786700,10.4324020159,10.4090671703,10.3912254204,10.3583947814,10.3468856646,10.3221578796,10.2951365248,10.2815422293,10.2232053149,10.1675803277,10.1582766342,10.1446305994,10.1218416181,10.1191104304,10.1190889377,10.0924425202,10.0815525694,10.0632654250,10.0591780756,10.0123796950,9.9847954360,9.9613544910,9.9424915902,9.9281108951,9.9238498287,9.9212806423,9.9101785261,9.9026681866,9.8859576938,9.8755742877,9.8677603935,9.8178835898,9.8049712334,9.7711370351,9.7586521929,9.7549000429,9.7374222351,9.6948150877,9.6692376968,9.6343562309,9.5669359293,9.5006817303,9.4942269035,9.4919580828,9.4717699624,9.4639078887,9.4254428385,9.4189056668,9.4100143028,9.4088676102,9.3061741657
10.5019539190,10.5269626300,10.5314699579,10.6049722244,10.7549856933,10.7815452507,10.9998527581,11.0465694106,11.1365548443,11.1660311903,11.2742419408,11.3446895743,11.4055274735,11.4058792919,11.4756368349,11.4868262042,11.5101990303,11.5301768862,11.6898557662,11.7479907540,11.7498186349,11.7691233617,11.8039252221,11.7878423864,11.7804630501,11.7485310016,11.6162870716,11.5637616096,11.4547242608,11.4541623974,11.4035122522,11.2229341628,11.1945761631,11.1271289856,11.1070231995,11.0209633111,10.9988180856,10.9476705341,10.8454099232,10.8203670114,10.8072871648,10.7975687286,10.7868650602,10.7550645642,10.6873616456,10.6623588646,10.6072140615,10.5734571210,10.5393367978,10.2697816551,10.2003420936,10.1463406870,10.0454745295,10.0100226037,9.9344239472,9.8535557962,9.8130579244,9.6374571343,9.4709750690,9.4425101419,9.4018562231,9.3359841311,9.3281317472,9.3280699240,9.2501115498,9.2169400760,9.1628058385,9.1512598256,9.0174631726,8.9382773702,8.8714704727,8.8180334241,8.7774866990,8.7655044566,8.7582868780,8.7271587615,8.7061572898,8.6595909225,8.6307682388,8.6091347393,8.4721869979,8.4370531933,8.3456119741,8.3120956842,8.3020464904,8.2553803506,8.1426051577,8.0755727430,7.9849561865,7.8123933284,7.6460795972,7.6300469977,7.6244188014,7.5745016873,7.5551409486,7.4610527690,7.4451664382,7.4236072871,7.4208309074,7.1758838254
